Date,Sales_size,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
2015-01-01,4.013722929953365,151976,136,0,0,15663,0,0,0,661,0
2015-01-02,7.220396186625647,204223,185,0,0,20075,0,0,0,5404,0
2015-01-03,8.195493629353901,158073,146,0,0,11251,0,0,0,1103,0
2015-01-04,7.637878634352433,161828,146,0,0,14118,0,0,0,1213,0
2015-01-05,5.98285603750024,241127,209,0,0,644286,0,0,676,78757,0
2015-01-06,6.072924314361043,223926,200,0,0,13346,0,0,0,2647,0
2015-01-07,6.139561518807902,248798,214,0,0,11692,0,0,0,882,0
2015-01-08,6.944070867148716,242176,209,0,0,13015,0,0,0,1544,0
2015-01-09,7.500609271026015,253563,219,0,0,18420,0,0,0,4301,0
2015-01-10,7.7267615072989555,166915,146,0,0,18420,0,0,0,1764,0
2015-01-11,8.00127543796212,195663,170,0,0,19523,0,0,0,2316,0
2015-01-12,7.008468120052467,231033,200,0,0,158948,0,0,0,14780,0
2015-01-13,6.586504872868851,240884,214,0,0,17317,0,0,0,772,0
2015-01-14,5.258954786191087,255945,219,0,676,16655,0,0,0,882,0
2015-01-15,4.208943102975295,250575,219,0,0,18200,0,0,0,661,0
2015-01-16,4.3903586503337,258610,224,0,0,38165,0,0,0,12905,0
2015-01-17,4.591872191842625,166229,151,0,0,7500,0,0,0,441,0
2015-01-18,4.525710919049733,214842,185,0,0,11912,0,0,0,330,0
2015-01-19,3.2721418438931793,252876,219,0,1352,120562,0,0,0,17207,0
2015-01-20,2.966124629264998,248314,219,0,0,14118,0,0,0,4081,0
2015-01-21,3.425927732438505,261961,224,0,1352,22832,0,0,2028,772,0
2015-01-22,3.5686079913202473,242580,219,0,0,28789,0,0,0,1985,0
2015-01-23,4.69391187217193,272620,239,0,0,27576,0,0,0,4081,0
2015-01-24,4.267633544650248,193281,175,0,0,12023,0,0,0,1544,0
2015-01-25,3.3322506302892467,216255,185,0,0,11802,0,0,0,551,0
2015-01-26,2.574243142544403,261880,229,0,676,90228,0,0,0,10037,0
2015-01-27,3.0888901725281936,257439,229,0,4732,18972,0,0,0,16986,0
2015-01-28,3.6662062379964437,269107,234,0,0,18531,0,0,0,4081,0
2015-01-29,3.050979091048059,259336,224,0,0,14339,0,0,1352,661,0
2015-01-30,4.930408482296687,287559,248,0,0,16325,0,0,0,2426,0
2015-01-31,4.064514870416776,205151,180,0,0,11802,0,0,0,992,0
2015-02-01,5.226538279685403,218960,190,0,0,22502,0,0,0,1875,0
2015-02-02,3.503789726357562,267008,234,0,0,90449,0,0,0,9817,0
2015-02-03,2.6574758557413167,248354,219,0,2028,16986,0,0,0,1103,0
2015-02-04,2.6475582659098733,260548,224,0,676,14560,0,0,676,110,0
2015-02-05,3.2437119511198698,271167,239,0,0,41474,0,0,1352,2536,0
2015-02-06,6.04947369363477,284652,248,0,676,11251,0,0,0,661,0
2015-02-07,5.888681402928614,204748,180,0,0,13015,0,0,0,1433,0
2015-02-08,6.220189246298556,221060,190,0,0,11361,0,0,0,1875,0
2015-02-09,4.451136451575511,262082,229,0,1352,44452,0,0,676,4522,0
2015-02-10,4.2052735986376755,256066,229,0,3380,14229,0,0,0,2095,0
2015-02-11,4.486037187510617,254976,219,0,0,11802,0,0,1352,992,0
2015-02-12,4.226012520195385,271167,239,0,2028,26914,0,0,0,1433,0
2015-02-13,6.184008018927632,283966,248,0,0,24818,0,0,0,30333,0
2015-02-14,6.531927249444771,207089,185,0,676,9706,0,0,2028,1433,0
2015-02-15,5.6426428625726714,219687,195,0,676,40261,0,0,0,2536,0
2015-02-16,4.018972314450713,255703,229,0,0,91552,0,0,676,12574,0
2015-02-17,3.375804946839869,250978,229,0,2704,26803,0,0,0,14780,0
2015-02-18,4.633860878220401,249363,219,0,2028,15883,0,0,676,551,0
2015-02-19,4.996439110139505,251705,224,0,2028,14670,0,0,676,992,0
2015-02-20,6.966886146715495,300682,268,0,1352,24156,0,0,0,4522,0
2015-02-21,7.859462777161111,195703,180,0,0,9265,0,0,0,220,0
2015-02-22,4.793649184365932,220171,200,0,0,12243,0,0,676,441,0
2015-02-23,4.542306927613025,243872,214,0,0,121665,0,0,0,25480,0
2015-02-24,3.7942657703485385,266402,243,149,2704,26031,0,0,676,8824,0
2015-02-25,4.038598374230492,262768,234,0,5409,10368,0,0,0,110,0
2015-02-26,3.8443839363662,265797,239,0,3380,14560,0,0,676,772,0
2015-02-27,5.521379521924151,295917,263,0,0,21840,0,0,676,4632,0
2015-02-28,6.632915946547316,188072,175,0,1352,13015,0,0,676,1103,0
2015-03-01,5.436245062512287,226026,200,0,0,16766,0,0,0,772,0
2015-03-02,2.769849315577079,259134,234,0,676,122327,210919,0,0,15442,0
2015-03-03,2.501665995194909,260911,239,149,10818,16545,210919,0,676,7721,0
2015-03-04,3.3430872778432694,255662,229,0,676,10809,0,0,0,551,0
2015-03-05,3.829756053389634,263414,239,0,2028,12023,0,0,0,772,0
2015-03-06,5.907288794341163,299592,263,0,676,18089,0,0,676,3640,0
2015-03-07,6.893351795440206,201195,185,0,0,11581,0,0,0,992,210919
2015-03-08,3.3022596225853573,226995,200,0,0,8052,421839,0,0,441,0
2015-03-09,4.901379447317464,238462,214,0,0,92103,0,0,0,5625,0
2015-03-10,3.6034691249513315,259740,239,0,2028,13346,0,0,1352,551,0
2015-03-11,3.4641009528147446,265998,239,0,3380,9817,0,0,0,772,0
2015-03-12,3.720197603972636,264706,239,0,4056,11030,0,0,676,551,0
2015-03-13,4.903604115355413,286227,258,0,2704,16766,0,0,0,4081,0
2015-03-14,4.708032497970582,157467,151,0,676,5846,421839,0,0,772,0
2015-03-15,5.421782525765606,222634,195,0,0,10147,421839,0,0,661,0
2015-03-16,2.677995944926769,207170,190,0,6761,64858,0,0,0,5184,0
2015-03-17,2.768232499002011,207332,195,0,4732,12354,0,0,0,4963,0
2015-03-18,3.810511048096219,214276,195,0,3380,11912,0,0,8113,882,0
2015-03-19,4.963291330370236,211773,195,0,5409,13788,0,0,0,772,0
2015-03-20,6.341266112006557,251867,229,0,1352,24597,0,0,0,6618,0
2015-03-21,7.036048312104667,158678,151,0,676,9155,421839,0,0,882,0
2015-03-22,6.725191679497436,222069,195,0,0,14891,210919,0,0,441,0
2015-03-23,5.111246994104109,219162,200,0,676,426325,0,0,0,87471,0
2015-03-24,4.783270996508776,214922,200,0,7437,15773,0,0,1352,2426,0
2015-03-25,4.368616201605262,220777,200,0,2028,11140,0,149,4056,661,0
2015-03-26,4.512953741305875,226914,209,0,6761,11140,0,0,2704,992,0
2015-03-27,5.997117641433893,258327,239,0,676,16655,0,0,0,6066,0
2015-03-28,5.469177455876105,163523,156,0,676,9927,0,0,676,441,0
2015-03-29,5.2812948787448075,236483,209,0,0,32208,0,0,0,2316,0
2015-03-30,4.506452977485729,258206,239,149,676,925341,0,0,0,117032,0
2015-03-31,4.042304170362478,274114,248,0,2028,26583,0,0,0,17648,0
2015-04-01,3.6974978255221207,256106,234,0,1352,62763,0,0,1352,1985,0
2015-04-02,4.350428989155987,258448,239,0,4732,10478,0,0,0,772,0
2015-04-03,4.766491739254097,288892,258,0,2028,41915,0,0,1352,33091,0
2015-04-04,4.329158132402061,224330,204,0,0,6838,421839,0,676,661,0
2015-04-05,4.770399249743041,234545,209,0,0,8052,0,0,0,110,210919
2015-04-06,3.4480634484035653,259538,239,0,0,84934,0,0,676,6287,0
2015-04-07,2.9883216552830896,274720,248,0,676,23163,0,0,0,5294,0
2015-04-08,3.389373006728611,256106,234,0,676,14670,421839,0,676,772,0
2015-04-09,4.306411157899772,258448,239,0,4732,14891,0,0,676,992,0
2015-04-10,5.685636537261198,286348,258,0,676,39157,0,0,0,14118,0
2015-04-11,4.9908052387202115,223361,204,0,676,6728,0,0,0,1433,0
2015-04-12,5.431450961512373,236120,209,0,0,13677,210919,0,0,220,210919
2015-04-13,4.752595261880178,260992,239,0,676,49085,210919,0,0,4522,0
2015-04-14,5.274803445536518,336455,302,0,3380,19082,0,0,676,7941,0
2015-04-15,5.4176256546639046,328178,292,0,1352,22060,0,0,0,992,0
2015-04-16,5.753955879523449,317357,282,0,2704,22832,0,0,2704,2426,0
2015-04-17,7.62221783959438,328905,287,0,676,27134,0,0,0,15773,0
2015-04-18,5.903929047368553,282835,253,0,676,9706,0,0,676,551,0
2015-04-19,6.7268457134247415,272297,234,0,0,15442,421839,0,0,1103,0
2015-04-20,5.35550280283958,297048,273,0,2028,1245333,0,0,0,125857,0
2015-04-21,4.907988185068054,321435,292,149,4732,29782,0,0,0,6949,0
2015-04-22,5.744326978936153,312633,282,0,9465,22832,0,0,0,1103,0
2015-04-23,6.9156822191166745,321112,292,0,2028,11140,0,0,2704,551,0
2015-04-24,6.79537743584622,356643,302,0,4056,27134,0,0,676,7169,0
2015-04-25,5.516901517445704,292162,263,0,0,9044,210919,0,676,1103,0
2015-04-26,6.082810487534207,277748,243,0,0,14449,210919,0,0,1323,210919
2015-04-27,5.538910433073812,314975,287,0,4056,258994,0,0,0,40812,0
2015-04-28,6.545115810542911,329914,297,0,0,21619,0,0,0,3419,0
2015-04-29,7.112406455010336,321718,282,0,0,16325,0,0,0,551,0
2015-04-30,7.128684097667738,341381,297,0,0,17648,0,0,0,1103,0
2015-05-01,6.711998571602708,351233,302,0,0,32208,0,0,0,14560,0
2015-05-02,6.8345543352284945,289296,263,0,0,7941,210919,0,0,441,0
2015-05-03,7.226363959471133,295473,243,0,676,16104,210919,0,0,1323,0
2015-05-04,6.774007983009503,328339,292,0,0,117915,421839,0,0,26693,0
2015-05-05,5.597600874748767,334880,302,149,0,20075,0,0,0,4412,0
2015-05-06,5.667754293313361,321637,282,0,0,11802,0,0,676,551,0
2015-05-07,6.493852827826714,313642,287,0,0,18972,0,0,0,1985,0
2015-05-08,6.7223941369389815,342108,302,0,0,20957,0,0,0,6949,0
2015-05-09,5.869044167495431,289619,263,0,0,10368,0,0,0,661,0
2015-05-10,6.356326619022572,289780,253,0,0,17428,421839,0,0,330,210919
2015-05-11,6.873639526491455,318245,292,0,0,382314,0,0,0,11361,0
2015-05-12,6.768698465018303,333911,302,0,2704,15221,0,0,0,2978,0
2015-05-13,6.547048614951053,309322,282,0,2028,14449,0,0,676,992,0
2015-05-14,7.659102638581536,304477,273,0,676,17758,0,0,0,551,0
2015-05-15,7.469356588481275,326603,287,0,1352,20957,0,0,0,7280,0
2015-05-16,6.888790591597761,280897,253,0,0,9375,210919,0,676,220,0
2015-05-17,7.291739677527697,300641,243,0,0,11251,210919,0,0,661,210919
2015-05-18,6.824611506766168,325150,292,0,0,168434,0,0,0,19303,0
2015-05-19,6.891244683074878,327209,297,0,7437,11471,0,0,2028,2536,0
2015-05-20,6.808091234294698,330197,292,0,2028,13457,0,0,676,551,0
2015-05-21,7.402331956253611,326119,297,0,4056,18862,0,0,676,1654,0
2015-05-22,7.526143428120374,335526,297,0,676,11802,0,0,0,1985,0
2015-05-23,7.660193345904699,300843,273,0,0,9596,421839,0,1352,992,0
2015-05-24,7.284641088176547,285944,243,0,0,8714,210919,0,0,1103,0
2015-05-25,7.07742274534216,335769,302,149,676,151447,421839,0,0,24928,0
2015-05-26,6.826995632927881,329955,297,0,3380,10368,0,0,0,2206,0
2015-05-27,7.422001391537656,331247,292,0,4056,8383,0,0,676,661,0
2015-05-28,7.504682037067868,322929,297,0,1352,12795,0,0,2704,2536,0
2015-05-29,7.025605197726774,347357,297,0,1352,25369,0,0,676,4522,0
2015-05-30,7.667605076812113,275406,248,0,0,20626,632759,0,676,1764,210919
2015-05-31,7.79248463832371,304517,248,0,0,15001,0,0,0,1985,0
2015-06-01,5.736726642176832,337747,302,0,0,204393,0,0,0,29561,0
2015-06-02,5.619609790376875,326361,297,0,676,10258,0,0,0,1544,0
2015-06-03,5.573046975366612,340775,302,0,1352,11581,0,0,2704,1323,0
2015-06-04,5.53503430797141,327411,297,0,2028,10589,0,0,0,1213,0
2015-06-05,5.8218202388469455,348810,297,0,676,10699,0,0,1352,1103,0
2015-06-06,5.111011376762381,271813,243,0,0,11361,0,0,0,882,0
2015-06-07,6.288626850718603,307425,248,0,0,10037,0,0,0,441,0
2015-06-08,5.921096101628744,331085,297,0,4056,85706,0,0,0,11581,0
2015-06-09,5.8954235196697935,329955,297,0,676,15332,0,0,0,5515,0
2015-06-10,7.459871974746633,342269,302,0,676,16766,0,0,0,992,0
2015-06-11,6.907697579519893,337384,297,0,676,18751,0,0,0,2316,0
2015-06-12,6.7908937915636445,340008,297,0,0,13677,0,0,0,7500,0
2015-06-13,6.610904651216807,283118,248,0,0,9375,0,0,0,551,0
2015-06-14,6.1928132927619,306779,248,0,0,12133,0,0,0,1764,0
2015-06-15,6.294549869638848,321193,287,0,0,95192,0,0,0,13788,0
2015-06-16,6.69115385554183,316105,282,0,2028,18862,0,0,0,3970,0
2015-06-17,7.226566310612472,362417,287,0,1352,16214,0,0,0,1433,0
2015-06-18,7.380323040625503,344853,292,0,1352,12464,0,0,0,772,0
2015-06-19,7.04063919556671,341704,297,0,676,18310,0,0,676,5184,0
2015-06-20,7.702059799205072,262607,239,0,676,13126,0,0,0,992,0
2015-06-21,6.244492876992891,304639,248,0,0,18200,0,0,0,2206,0
2015-06-22,6.1458190416473935,339766,297,0,676,68278,0,0,0,8493,0
2015-06-23,6.547137459395054,316832,287,0,2704,15773,0,0,0,6397,0
2015-06-24,6.360853342201648,366818,297,0,1352,15332,0,0,0,992,0
2015-06-25,7.120818726373809,339927,292,0,676,10699,0,0,676,1875,0
2015-06-26,7.239283450523849,344732,292,0,0,9155,0,0,0,1764,0
2015-06-27,7.170310255354884,262203,239,0,0,10368,0,0,0,1764,0
2015-06-28,6.779995336955506,306859,248,0,0,11361,0,0,0,992,0
2015-06-29,7.0371972864121455,337424,297,0,0,65300,0,0,0,10699,0
2015-06-30,7.371804280677016,320345,287,0,676,12354,0,0,0,2316,0
2015-07-01,6.399416986874572,375257,302,0,0,13567,0,0,676,2316,0
2015-07-02,6.059584483039343,331610,292,0,0,10920,0,0,0,1764,0
2015-07-03,6.5938785139244,344611,292,0,0,23384,0,0,0,10920,0
2015-07-04,5.675173282290458,266321,239,0,0,9265,0,0,0,1323,0
2015-07-05,7.151436222564175,304316,248,0,0,16876,0,0,0,1544,0
2015-07-06,6.573742054179592,344773,302,149,0,53276,0,0,0,7059,0
2015-07-07,5.99995826679416,326603,292,0,0,15994,0,149,0,8714,0
2015-07-08,6.811251488846427,365041,297,0,0,12684,0,0,0,2426,0
2015-07-09,6.676782977191783,321597,292,0,0,25590,0,0,0,1985,0
2015-07-10,7.140446821151154,345984,292,0,0,25590,0,0,0,6066,0
2015-07-11,6.5307775525033245,266039,239,0,0,11030,0,0,0,1213,210919
2015-07-12,6.839335263539306,305365,248,0,0,11802,0,0,0,1544,210919
2015-07-13,6.3324434808942,358824,307,149,0,46768,0,0,0,7280,0
2015-07-14,6.8880342080765935,310453,278,0,0,13015,0,0,0,6177,0
2015-07-15,6.779123201385723,368433,292,0,0,14008,210919,0,0,1875,210919
2015-07-16,7.479369518235533,339766,282,0,676,14560,0,0,0,2206,210919
2015-07-17,7.259080944007505,334921,282,0,0,22281,210919,0,0,4632,0
2015-07-18,7.217901646493582,257398,229,0,0,11030,210919,0,0,1213,0
2015-07-19,6.678354468486905,301247,239,0,0,12905,0,0,0,1433,210919
2015-07-20,6.689656031633264,357330,292,0,0,111076,0,0,0,12795,210919
2015-07-21,6.86927472127974,312310,282,0,0,14780,0,0,0,1764,0
2015-07-22,7.220794110001944,364355,287,0,0,13788,0,0,0,2316,0
2015-07-23,7.284292123333999,338070,282,0,0,17428,0,0,0,1985,0
2015-07-24,7.372081246863844,340856,292,0,0,15332,0,0,0,2536,0
2015-07-25,7.111750476004245,267089,239,0,0,14008,210919,0,0,1544,0
2015-07-26,7.0195595183064015,313037,248,0,0,20185,0,0,0,1985,0
2015-07-27,6.951877659066028,348406,302,0,0,137438,210919,0,0,13015,0
2015-07-28,7.864519184443877,321193,292,0,0,20957,0,0,676,9817,0
2015-07-29,7.399874201611682,374449,297,0,0,22612,0,0,0,1544,0
2015-07-30,7.981900067793784,349254,292,0,676,26803,0,0,0,1433,0
2015-07-31,7.914649578464646,339564,292,0,0,26472,0,0,0,6618,0
2015-08-01,7.915554351117749,263172,239,0,0,15442,210919,0,0,1764,210919
2015-08-02,7.122713923416508,311704,248,0,0,22391,210919,0,0,1764,0
2015-08-03,7.526290216687782,345661,302,0,0,60115,210919,0,0,9706,0
2015-08-04,6.824826069441111,325634,297,0,0,20737,0,0,0,4522,0
2015-08-05,6.105176999524503,371381,302,0,0,15883,0,0,0,1323,0
2015-08-06,7.380323040625503,339241,292,0,0,11471,0,0,676,1323,0
2015-08-07,6.9890280881630815,350183,297,0,0,18420,0,0,0,6618,0
2015-08-08,6.057216614515128,269471,243,0,0,12133,0,0,0,1433,0
2015-08-09,5.778698927417087,316509,258,0,0,11692,210919,0,0,2536,0
2015-08-10,6.962153643691454,351960,302,0,0,69270,0,0,0,7500,210919
2015-08-11,7.234508278700151,327653,292,0,0,13898,0,0,0,3419,0
2015-08-12,7.2140419322578575,374651,302,0,0,13788,0,0,0,1985,0
2015-08-13,7.706971580176603,346024,292,0,0,13788,0,0,0,2095,0
2015-08-14,7.879966626762347,343804,292,0,0,20295,210919,0,676,3088,0
2015-08-15,7.353285870865131,259134,229,0,1352,11361,0,0,0,1103,210919
2015-08-16,7.975641328540721,301287,239,0,0,13015,421839,0,0,1323,0
2015-08-17,7.97675709094598,332417,287,0,0,60005,0,0,0,6397,0
2015-08-18,7.620160873924574,309161,278,0,1352,15442,0,0,0,2206,0
2015-08-19,7.980739260007493,359873,292,0,676,17758,0,0,0,1433,0
2015-08-20,7.622968035031018,339322,282,0,0,12464,0,0,0,1433,0
2015-08-21,7.757762177953452,341542,287,0,0,9817,0,0,0,882,0
2015-08-22,7.702559222444685,268865,239,0,676,10478,210919,0,676,992,0
2015-08-23,7.129930265936828,328662,258,0,0,16876,210919,0,0,1654,210919
2015-08-24,7.82668859854496,338555,297,0,676,47982,0,0,0,4963,0
2015-08-25,7.926475704660607,318609,287,0,1352,13015,0,0,0,4522,0
2015-08-26,7.915828587341111,380788,307,0,2028,12684,0,0,0,1654,0
2015-08-27,7.960752106991901,331731,292,0,1352,10368,0,0,0,1875,0
2015-08-28,7.714100049450267,358501,297,0,0,21950,0,0,0,5294,0
2015-08-29,7.594048173110502,262445,239,0,676,12464,421839,0,0,661,210919
2015-08-30,6.7829654318879555,316186,253,0,0,14449,210919,0,0,2095,0
2015-08-31,6.858913395846282,346993,297,0,0,62321,0,0,0,6507,0
2015-09-01,6.529311636338666,316509,287,0,676,41364,0,0,0,12905,0
2015-09-02,7.189579105181902,363346,297,0,1352,17869,0,0,0,1985,0
2015-09-03,7.409248358466533,318124,287,0,676,33091,0,0,1352,3198,0
2015-09-04,6.744086303806658,356038,292,0,0,27134,0,0,0,7169,0
2015-09-05,7.509424298897422,262607,239,0,0,18200,0,0,0,1323,0
2015-09-06,7.367894129184278,306617,248,0,0,18310,0,0,0,1323,210919
2015-09-07,6.4119307529887575,342027,297,0,676,78205,210919,0,0,10920,210919
2015-09-08,6.170384157325377,328743,287,0,6085,19192,0,0,676,2316,0
2015-09-09,6.183932431393799,370452,297,0,0,17317,0,0,2028,2095,0
2015-09-10,6.627092810462556,325553,292,0,3380,19523,0,0,676,1764,0
2015-09-11,7.650010794342217,336495,292,0,676,33422,0,0,0,8603,0
2015-09-12,6.662223177500222,276456,243,0,0,10809,210919,0,0,882,0
2015-09-13,7.1479627513168325,309161,248,0,0,13236,210919,0,0,1544,0
2015-09-14,7.064861916622624,328461,287,149,2028,61660,0,0,0,7280,0
2015-09-15,7.169098586472412,309080,278,0,10818,14891,0,0,1352,3860,0
2015-09-16,6.977674926949323,348124,282,0,676,20406,0,0,0,1985,0
2015-09-17,7.8376132388901185,334154,282,0,6085,19192,0,0,2028,1875,0
2015-09-18,7.571066976069105,320668,282,0,2028,20075,0,0,676,6949,0
2015-09-19,7.051759332610559,268663,243,0,0,12684,0,0,0,882,210919
2015-09-20,7.02269724855553,312552,248,0,0,13567,421839,0,0,1654,210919
2015-09-21,7.162044386401235,332135,297,149,1352,109752,210919,0,0,10809,210919
2015-09-22,6.809273913220139,328218,292,0,8789,13346,0,0,676,2095,0
2015-09-23,6.608887187852341,366535,292,0,4056,11251,0,0,2028,441,210919
2015-09-24,7.0769507897311215,342350,297,0,7437,24928,210919,0,2028,992,210919
2015-09-25,7.380537761753582,343319,292,0,3380,14008,0,0,676,8934,0
2015-09-26,7.340513855972699,268260,243,0,1352,9486,421839,0,0,882,0
2015-09-27,7.185857688018582,305890,248,0,0,12243,0,0,0,1213,0
2015-09-28,5.751663284145521,335526,297,0,1352,111848,0,0,2704,25921,0
2015-09-29,6.386100845064102,317478,287,0,1352,12795,0,0,0,4522,0
2015-09-30,6.4479655014982535,358904,292,0,1352,12905,0,0,2028,441,0
2015-10-01,6.638759481519592,337464,292,149,3380,50298,0,0,676,2647,0
2015-10-02,7.601927677794903,347397,292,0,1352,15773,0,0,0,15773,0
2015-10-03,7.382182611038345,315944,273,0,676,9817,0,0,0,551,210919
